Loanapp_ID,Sex,Marital_Status,first_name,last_name,email,address,Dependents,Qual_var,SE,App_Income_1,App_Income_2,CPL_Amount,CPL_Term,Credit_His,INT_ID,Prev_ID,AGT_ID,Prop_Area
CPL001471,M,N,Louie,Knapton,lknapton83@myspace.com,7 Onsgard Way,2,Non Grad,N,3882,2418,240,360,1,3644955832,73-314-4213,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_5_6; en-gb) AppleWebKit/528.10+ (KHTML, like Gecko) Version/4.0dp1 Safari/526.11.2",Semi U
CPL001472,F,N,Giovanni,Hiseman,ghiseman85@java.com,353 Forest Avenue,0,Grad,,6069.6,0,156,360,1,260797650,37-960-0149,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.71 Safari/534.24",Rural
CPL001475,M,Y,Barde,Rounds,brounds87@example.com,7652 Graceland Court,0,Grad,Y,3825.6,2743.2,468,360,,2290564435,15-764-9454,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html),Rural
CPL001483,M,Y,Adriane,Sidwell,asidwell89@state.gov,0 Kropf Pass,3+,Grad,N,16221.6,0,222,360,1,8689431489,82-741-0014,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.6; rv:9.0a2) Gecko/20111101 Firefox/9.0a2,Rural
CPL001486,M,Y,Jilli,Hebbs,jhebbs8c@twitter.com,61 Emmet Drive,1,Grad,N,5236.8,3000,120,360,1,1781783047,89-667-3863,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/14.0.811.0 Safari/535.1",Semi U
CPL001490,M,Y,Kore,Inmett,kinmett8e@paginegialle.it,778 Sloan Pass,2,Non Grad,N,5719.2,1975.2,147.6,360,1,1173852476,96-087-0296,"Mozilla/5.0 (Windows; U; Windows NT 6.1; fr-FR) AppleWebKit/533.20.25 (KHTML, like Gecko) Version/5.0.4 Safari/533.20.27",Semi U
CPL001496,M,Y,Morissa,Martinello,mmartinello8g@npr.org,4502 Anniversary Road,1,Grad,N,5530.8,2799.6,132,360,0,7490744202,49-036-3659,"Mozilla/5.0 (X11; CrOS i686 0.13.587) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/13.0.782.14 Safari/535.1",Semi U
CPL001499,F,Y,Annabal,Labarre,alabarre8j@columbia.edu,33099 Clove Plaza,3+,Grad,N,7512,0,307.2,360,1,6608172508,93-479-8868,Mozilla/5.0 (X11; Linux x86_64; rv:28.0) Gecko/20100101 Firefox/28.0,Semi U
CPL001500,M,Y,Hedwiga,Habens,hhabens8n@tumblr.com,47 International Alley,1,Grad,N,3999.6,5040,168,360,1,8527489074,90-554-3472,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/17.0.963.66 Safari/535.11",Urban
CPL001501,M,Y,Julianne,Francesco,jfrancesco8v@stanford.edu,4520 Crownhardt Hill,0,Grad,N,4200,3900,73.2,360,1,763750239,94-356-9902,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_6; en-US) AppleWebKit/534.20 (KHTML, like Gecko) Chrome/11.0.672.2 Safari/534.20",Semi U
CPL001517,M,Y,Klement,Lishmund,klishmund8w@dion.ne.jp,96 David Place,3+,Grad,N,11662.8,0,225.6,360,1,3170567837,60-735-6321,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:15.0) Gecko/20120427 Firefox/15.0a1,Urban
CPL001527,M,Y,Kirbie,Ayshford,kayshford8y@php.net,036 Mcbride Place,3+,Grad,N,8202,0,157.2,360,,2927145091,55-518-5214,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.17 (KHTML, like Gecko) Chrome/24.0.1312.60 Safari/537.17",Semi U
CPL001534,M,N,Faustine,Lambswood,flambswood91@xrea.com,2465 Rutledge Circle,0,Grad,N,5342.4,0,139.2,360,1,339764538,93-782-3833,Mozilla/5.0 (Windows NT 6.1; rv:6.0) Gecko/20100101 Firefox/7.0,Rural
CPL001542,F,Y,Nicko,Macrow,nmacrow97@hostgator.com,8837 Novick Place,0,Grad,N,2714.4,0,60,480,0,1305305175,71-367-9666,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.13 (KHTML, like Gecko) Chrome/24.0.1290.1 Safari/537.13",Semi U
CPL001547,M,Y,Pascal,Habbes,phabbes9e@themeforest.net,724 Division Hill,1,Grad,N,4681.2,0,128.4,360,1,7224599573,24-162-6471,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_5_8; it-it) AppleWebKit/533.16 (KHTML, like Gecko) Version/5.0 Safari/533.16",Urban
CPL001548,M,Y,Ave,Malster,amalster9f@usa.gov,4 Beilfuss Street,2,Non Grad,N,3224.4,0,240,180,1,5574371413,01-518-6517,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2) AppleWebKit/537.13 (KHTML, like Gecko) Chrome/24.0.1290.1 Safari/537.13",Rural
CPL001558,M,N,Gretna,Coots,gcoots9g@senate.gov,92647 Tomscot Parkway,0,Grad,N,2691.6,2679.6,142.8,360,,9858488335,68-547-9937,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/535.1 (KHTML, like Gecko) Ubuntu/11.04 Chromium/14.0.825.0 Chrome/14.0.825.0 Safari/535.1",Semi U
CPL001561,F,Y,Magnum,Butchart,mbutchart9k@geocities.jp,0 Porter Park,0,Grad,N,4100.4,1544.4,144,360,1,6541211353,30-776-2498,Mozilla/5.0 (Windows NT 6.2; rv:22.0) Gecko/20130405 Firefox/22.0,Semi U
CPL001563,,N,Benjy,Steffan,bsteffan9o@alexa.com,8922 Cambridge Trail,0,Grad,N,1915.2,2112,168,360,0,7823068656,02-031-0953,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/17.0.963.66 Safari/535.11",Urban
CPL001567,M,Y,Querida,Deaville,qdeaville9s@wsj.com,37 Mcguire Terrace,3+,Grad,N,5415.6,0,198,360,1,784914354,66-843-8445,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/14.0.810.0 Safari/535.1",Rural
CPL001568,M,Y,Miller,Line,mline9t@wix.com,63301 Debs Point,0,Grad,N,5400,0,129.6,360,1,2299423664,27-746-9459,"Mozilla/5.0 (X11; NetBSD) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/27.0.1453.116 Safari/537.36",Semi U
CPL001573,M,Y,Melamie,Chiplen,mchiplen9u@w3.org,58189 Mallory Lane,0,Non Grad,N,5427.6,1620,111.6,360,1,2325330117,80-207-8074,Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:22.0) Gecko/20130328 Firefox/22.0,Urban
CPL001584,F,N,Filip,Diffley,fdiffley9w@xinhuanet.com,8 Daystar Drive,0,Grad,Y,5690.4,0,122.4,360,1,4063983005,58-180-3271,"Mozilla/5.0 (Windows NT 5.2) AppleWebKit/534.30 (KHTML, like Gecko) Chrome/12.0.742.112 Safari/534.30",Semi U
CPL001587,M,Y,Nanette,Trevino,ntrevino9x@google.es,40267 3rd Park,,Grad,N,4898.4,0,146.4,360,1,9995180251,67-386-4245,Mozilla/5.0 (Windows NT 6.1; rv:12.0) Gecko/ 20120405 Firefox/14.0.1,Semi U
CPL001589,F,N,Etty,Bettesworth,ebetteswortha1@cbslocal.com,5 Golden Leaf Court,0,Grad,N,4100.4,0,192,360,1,3017701778,16-330-9713,"Mozilla/5.0 (Windows; U; Windows NT 6.0; en-US) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/13.0.782.107 Safari/535.1",Urban
CPL001591,F,Y,Donavon,Sellan,dsellana4@wired.com,8 Crest Line Drive,2,Grad,N,3506.4,4075.2,188.4,360,1,6815607291,72-375-1287,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/13.0.782.41 Safari/535.1",Semi U
CPL001599,M,Y,Miguela,Wolfindale,mwolfindaleac@taobao.com,68 Texas Alley,0,Grad,N,5000.4,5704.8,216,360,1,1705409229,00-164-3959,"Mozilla/5.0 (Windows NT 6.2) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/17.0.963.66 Safari/535.11",Rural
CPL001601,M,N,Karim,Heater,kheateraf@creativecommons.org,6 Fairview Point,3+,Grad,N,5091.6,4947.6,96,360,,1583199241,79-654-4139,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_6; ja-jp) AppleWebKit/533.20.25 (KHTML, like Gecko) Version/5.0.4 Safari/533.20.27",Semi U
CPL001607,F,N,Tait,Haddleton,thaddletonan@domainmarket.com,56808 Hallows Place,0,Non Grad,N,0,2112,124.8,360,1,3104925976,55-196-8993,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_2) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/13.0.782.215 Safari/535.1",Semi U
CPL001611,M,Y,Edvard,Abby,eabbyau@sbwire.com,69 Cottonwood Hill,1,Grad,N,1819.2,3480,255.6,,0,9168911904,48-055-9582,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/17.0.963.12 Safari/535.11",Rural
CPL001613,F,N,Ber,Jeayes,bjeayesav@ameblo.jp,71 Bluejay Point,0,Grad,N,2114.4,3199.2,78,360,0,5957041033,29-298-2715,Mozilla/5.0 (Windows NT 6.1; rv:22.0) Gecko/20130405 Firefox/22.0,Urban
CPL001622,M,Y,Thedrick,Maylard,tmaylardax@wordpress.org,79182 Sunbrook Trail,2,Grad,N,868.8,4212,175.2,360,0,2199614751,55-129-7128,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_3; ko-kr) AppleWebKit/533.16 (KHTML, like Gecko) Version/5.0 Safari/533.16",Rural
CPL001627,M,N,Libbey,Woodfin,lwoodfinb2@hao123.com,1511 Donald Avenue,0,Grad,N,3750,0,162,360,1,6552612893,90-082-4018,Mozilla/5.0 (compatible; Windows; U; Windows NT 6.2; WOW64; en-US; rv:12.0) Gecko/20120403211507 Firefox/12.0,Urban
CPL001650,M,Y,Jozef,Bilham,jbilhamb3@opensource.org,97 3rd Avenue,0,Grad,N,2799.6,4563.6,224.4,360,1,2085136214,69-920-2471,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.6; rv:9.0) Gecko/20100101 Firefox/9.0,Rural
CPL001651,M,Y,Starlene,Dayer,sdayerb6@msn.com,700 Lyons Crossing,3+,Grad,N,4020,1872,360,360,1,1846681839,05-502-8387,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_5_8) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.68 Safari/534.24",Urban
CPL001652,M,N,Maddie,Caghy,mcaghyb7@telegraph.co.uk,449 Main Way,0,Grad,N,3000,7696.8,144,360,0,8974085682,19-261-1439,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/535.1 (KHTML, like Gecko) Ubuntu/10.10 Chromium/14.0.808.0 Chrome/14.0.808.0 Safari/535.1",Rural
CPL001655,F,N,Bertha,Gorrie,bgorriebe@nymag.com,0509 Summer Ridge Trail,0,Grad,N,15000,0,85.2,360,0,5553548888,75-593-2811,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_7; ja-jp) AppleWebKit/533.20.25 (KHTML, like Gecko) Version/5.0.4 Safari/533.20.27",Urban
CPL001660,M,N,Maris,Lester,mlesterbi@soup.io,8 Del Mar Alley,0,Grad,N,5600.4,0,270,360,1,6154679009,30-927-0659,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/14.0.815.0 Safari/535.1",Semi U
CPL001662,M,N,Lanette,Mc Gorley,lmcgorleybl@constantcontact.com,408 Springview Point,0,Grad,N,7800,0,84,360,0,4447180898,35-059-5707,"Mozilla/5.0 (Windows NT 6.2) AppleWebKit/536.6 (KHTML, like Gecko) Chrome/20.0.1090.0 Safari/536.6",Urban
CPL001663,M,Y,Kaja,Amburgy,kamburgybm@tripadvisor.com,4194 Warrior Circle,2,Grad,N,9000,0,84,360,1,33471819,42-583-1838,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_5_8; ja-jp) AppleWebKit/533.16 (KHTML, like Gecko) Version/5.0 Safari/533.16",Urban
CPL001667,M,N,Janelle,Terrington,jterringtonbo@upenn.edu,151 Fallview Trail,0,Grad,N,3687.6,0,148.8,180,1,8178667452,57-615-9921,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/535.19 (KHTML, like Gecko) Chrome/18.0.1025.45 Safari/535.19",Urban
CPL001695,M,Y,Ethelda,Ainsworth,eainsworthbr@youtu.be,4 Bluejay Crossing,1,Non Grad,N,3985.2,2505.6,158.4,,1,1520149239,50-109-7112,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.24 (KHTML, like Gecko) Ubuntu/10.10 Chromium/12.0.702.0 Chrome/12.0.702.0 Safari/534.24",Semi U
CPL001703,M,Y,Orren,Foss,ofossc0@timesonline.co.uk,12115 3rd Place,0,Grad,N,3999.6,1524,126,360,1,1105040097,80-927-5358,Mozilla/5.0 (Macintosh; I; Intel Mac OS X 11_7_9; de-LI; rv:1.9b4) Gecko/2012010317 Firefox/10.0a4,Urban
CPL001718,M,N,Patric,Baily,pbailyc3@canalblog.com,3327 Bayside Center,0,Grad,N,4069.2,0,108,360,1,2639603876,43-670-2172,"Mozilla/5.0 (Windows 8) AppleWebKit/534.30 (KHTML, like Gecko) Chrome/12.0.742.112 Safari/534.30",Rural
CPL001728,M,Y,Thomas,Lodwick,tlodwickc7@google.co.jp,55 La Follette Pass,1,Grad,Y,4011.6,1820.4,99.6,360,1,156242001,81-545-0833,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_4_11; tr) AppleWebKit/528.4+ (KHTML, like Gecko) Version/4.0dp1 Safari/526.11.2",Rural
CPL001735,F,N,Addy,Roxburch,aroxburchcc@spiegel.de,997 Logan Terrace,1,Grad,N,4344,0,150,360,1,5435762839,00-475-9652,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:21.0) Gecko/20130331 Firefox/21.0,Urban
CPL001737,M,N,Arte,Winder,awindercd@chron.com,91028 Algoma Point,0,Grad,N,4800,0,176.4,84,1,4941737342,02-856-2002,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/535.11 (KHTML, like Gecko) Ubuntu/11.10 Chromium/17.0.963.65 Chrome/17.0.963.65 Safari/535.11",Urban
CPL001739,M,Y,Sybyl,Iacovini,siacovinice@sfgate.com,1719 Dovetail Point,0,Grad,N,5109.6,0,144,360,1,2871962588,80-133-8445,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2) AppleWebKit/537.13 (KHTML, like Gecko) Chrome/24.0.1290.1 Safari/537.13",Urban
CPL001742,M,Y,Woody,Keats,wkeatscf@ovh.net,126 Westerfield Center,2,Grad,N,5400,0,132,360,1,362942625,99-140-7364,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/17.0.963.56 Safari/535.11",Rural
CPL001757,M,Y,Becky,Sorrie,bsorriecg@amazon.co.jp,70876 Manitowish Pass,1,Grad,N,2416.8,3510,123.6,360,1,9889283921,53-807-0914,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_5_8) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/14.0.801.0 Safari/535.1",Rural
CPL001769,,N,Donnell,Ingliss,dinglissci@tripadvisor.com,59 Green Alley,,Grad,N,3999.6,1500,180,360,1,5791839243,61-369-0111,"Mozilla/5.0 (Windows NT 6.2) AppleWebKit/536.3 (KHTML, like Gecko) Chrome/19.0.1061.0 Safari/536.3",Semi U
CPL001771,F,N,Nanice,Goggen,ngoggenck@jiathis.com,4495 Scofield Road,3+,Grad,N,4899.6,0,120,360,,2099153027,54-202-6837,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/13.0.782.215 Safari/535.1",Semi U
CPL001785,M,N,Reamonn,Fyrth,rfyrthcl@time.com,62066 Donald Street,0,Grad,N,5672.4,0,166.8,360,0,1312956186,69-079-6391,Mozilla/5.0 (Windows x86; rv:19.0) Gecko/20100101 Firefox/19.0,Rural
CPL001787,M,Y,Feliza,Waulker,fwaulkercr@un.org,44965 Mockingbird Way,3+,Grad,N,3706.8,3598.8,660,240,1,2012666213,30-538-4636,"Mozilla/5.0 (Windows NT 6.2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/28.0.1467.0 Safari/537.36",Rural
CPL001789,M,Y,Cristie,Dandison,cdandisonct@nhs.uk,12969 Northridge Circle,3+,Non Grad,,8152.8,633.6,312,360,0,9576417163,62-291-7594,Mozilla/5.0 (Windows NT 6.0; rv:14.0) Gecko/20100101 Firefox/14.0.1,Urban
CPL001791,M,Y,Floyd,Bossingham,fbossinghamcu@globo.com,700 Jackson Trail,0,Grad,Y,38400,0,180,360,,781466822,31-877-6267,Mozilla/5.0 (Windows NT 6.1; rv:22.0) Gecko/20130405 Firefox/22.0,Semi U
CPL001794,M,Y,Ricoriki,Vannuccinii,rvannucciniicw@mayoclinic.com,7925 Starling Road,2,Grad,Y,13068,0,108,12,1,8830681768,75-692-1287,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_3) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/13.0.782.41 Safari/535.1",Rural
CPL001797,F,N,Dorise,Wildash,dwildashcy@nsw.gov.au,8263 Vernon Parkway,0,Grad,N,15529.2,0,238.8,300,1,3329372362,75-929-6237,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/13.0.782.41 Safari/535.1",Urban
CPL001815,M,N,Mag,Szachniewicz,mszachniewiczcz@hibu.com,1529 Dunning Lane,0,Non Grad,N,3931.2,0,166.8,360,1,9933685805,03-189-5142,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/17.0.963.66 Safari/535.11",Semi U
CPL001817,M,N,Quintina,Hughf,qhughfd4@oakley.com,85460 Esch Trail,0,Non Grad,Y,10443.6,0,180,360,0,6150949486,38-025-5501,"Mozilla/5.0 (Windows; U; Windows NT 6.0; de-DE) AppleWebKit/533.20.25 (KHTML, like Gecko) Version/5.0.3 Safari/533.19.4",Rural
CPL001818,M,Y,Kristien,Woolens,kwoolensda@360.cn,86768 Kenwood Parkway,1,Grad,N,5690.4,860.4,216,360,1,5229427574,10-101-3083,"Mozilla/5.0 (Windows; U; Windows NT 6.1; de-DE) AppleWebKit/533.20.25 (KHTML, like Gecko) Version/5.0.3 Safari/533.19.4",Semi U
CPL001822,M,N,Blinnie,McLenaghan,bmclenaghandc@bloomberg.com,45 Straubel Parkway,0,Grad,N,7080,0,135.6,360,1,5338141981,28-110-7769,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/535.19 (KHTML, like Gecko) Ubuntu/11.10 Chromium/18.0.1025.142 Chrome/18.0.1025.142 Safari/535.19",Urban
CPL001827,M,N,Sigismondo,Steer,ssteerdj@prnewswire.com,005 Bultman Circle,0,Grad,N,3685.2,5170.8,177.6,360,1,231574088,08-447-8587,Mozilla/5.0 (Macintosh; I; Intel Mac OS X 11_7_9; de-LI; rv:1.9b4) Gecko/2012010317 Firefox/10.0a4,Urban
CPL001831,M,Y,Tess,Rentcome,trentcomedn@kickstarter.com,93 Melby Drive,0,Grad,N,3339.6,1747.2,140.4,360,1,8344949793,27-612-8515,"Mozilla/5.0 (Windows NT 6.0) yi; AppleWebKit/345667.12221 (KHTML, like Gecko) Chrome/23.0.1271.26 Safari/453667.1221",Urban
CPL001842,M,N,Rolfe,Lyddyard,rlyddyarddo@taobao.com,2917 Nelson Trail,0,Grad,N,6000,0,86.4,360,1,7447540609,84-296-4268,Mozilla/5.0 (Windows x86; rv:19.0) Gecko/20100101 Firefox/19.0,Rural
CPL001853,M,Y,Dalton,Tredgold,dtredgolddv@geocities.jp,87604 Algoma Hill,1,Non Grad,N,2955.6,2832,150,360,0,5574553775,36-819-4546,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_4; en-US) AppleWebKit/534.17 (KHTML, like Gecko) Chrome/11.0.655.0 Safari/534.17",Urban
CPL001855,M,Y,Benedick,Delyth,bdelythdx@tmall.com,0873 Carpenter Lane,2,Grad,N,5826,0,256.8,360,1,6459332681,08-595-5573,"Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US) AppleWebKit/533.20.25 (KHTML, like Gecko) Version/5.0.3 Safari/533.19.4",Rural
CPL001857,M,N,Levy,Gleave,lgleavedz@google.pl,58 Menomonie Avenue,0,Non Grad,Y,1918.8,2968.8,159.6,300,1,8845315703,58-649-4029,"Mozilla/5.0 (Windows; U; Windows NT 6.0; en-US) AppleWebKit/534.20 (KHTML, like Gecko) Chrome/11.0.672.2 Safari/534.20",Semi U
CPL001862,M,Y,Annadiane,Cadney,acadneye0@huffingtonpost.com,4 Lerdahl Place,2,Grad,Y,5095.2,5095.2,224.4,360,1,6965940689,47-586-3319,"Mozilla/5.0 (Windows; U; Windows NT 5.1; en) AppleWebKit/526.9 (KHTML, like Gecko) Version/4.0dp1 Safari/526.8",Urban
CPL001867,M,Y,Gustavo,Schmidt,gschmidte2@vk.com,6471 Cascade Place,0,Grad,N,5199.6,2749.2,171.6,350,1,3710712467,58-494-2543,"Mozilla/5.0 (X11; OpenBSD i386) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36",Rural
CPL001878,M,N,Sabra,Kobierra,skobierraeh@cmu.edu,50 Huxley Lane,1,Grad,N,6987.6,3034.8,250.8,360,1,4008596909,91-735-0008,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/535.1 (KHTML, like Gecko) Ubuntu/11.04 Chromium/13.0.782.41 Chrome/13.0.782.41 Safari/535.1",Semi U
CPL001881,M,Y,Guillermo,Dumphry,gdumphryei@usa.gov,07187 Crescent Oaks Lane,0,Non Grad,N,9474,0,100.8,360,1,3746259185,70-525-1251,Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:14.0) Gecko/20120405 Firefox/14.0a1,Rural
CPL001886,M,N,Morganica,Millyard,mmillyardej@boston.com,84 Saint Paul Crossing,0,Grad,N,4980,5107.2,139.2,360,1,1989678866,26-306-6553,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:29.0) Gecko/20120101 Firefox/29.0,Rural
CPL001906,M,N,Xavier,Titta,xtittael@mediafire.com,12891 Schurz Trail,0,Grad,,3556.8,0,78,360,0,4620191507,99-794-6033,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/536.3 (KHTML, like Gecko) Chrome/19.0.1063.0 Safari/536.3",Semi U
CPL001909,M,N,Justina,Colebrook,jcolebrookeo@pinterest.com,11855 Union Center,0,Grad,N,6699.6,0,96,360,1,5702049314,62-716-4661,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_6) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.12 Safari/534.24",Urban
CPL001911,F,N,Dimitry,Carletto,dcarlettoeu@theguardian.com,3 Clarendon Avenue,0,Grad,N,3249.6,0,204,360,1,2504689349,03-182-5470,"Mozilla/5.0 (Windows; U; Windows NT 6.1; en-US) AppleWebKit/533.18.1 (KHTML, like Gecko) Version/5.0 Safari/533.16",Rural
CPL001921,M,N,Kelcie,Morstatt,kmorstattex@uol.com.br,6638 Brown Crossing,1,Grad,N,3816,2844,144,240,,5936334554,47-951-5675,Mozilla/5.0 (X11; Mageia; Linux x86_64; rv:10.0.9) Gecko/20100101 Firefox/10.0.9,Rural
CPL001923,M,N,Vivyan,Rubinfeld,vrubinfeldez@ebay.co.uk,9714 Chinook Alley,0,Non Grad,N,2721.6,0,162,360,0,8993215251,06-330-6571,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/534.30 (KHTML, like Gecko) Chrome/12.0.742.68 Safari/534.30",Semi U
CPL001933,M,N,Doloritas,Fidelli,dfidellif3@ted.com,435 Center Plaza,2,Non Grad,N,1369.2,2420.4,112.8,360,0,6508954245,25-102-0662,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/14.0.801.0 Safari/535.1",Urban
CPL001943,M,Y,Anthe,Hattiff,ahattifff4@cyberchimps.com,5 Dayton Alley,0,Grad,N,3650.4,3800.4,94.8,360,1,3877689019,52-897-9031,"Mozilla/5.0 (Windows NT 6.2) AppleWebKit/536.3 (KHTML, like Gecko) Chrome/19.0.1061.0 Safari/536.3",Urban
CPL001950,F,Y,Tabb,Harber,tharberf9@furl.net,5 Paget Trail,3+,Grad,,2100,3522,132,360,0,5747395343,06-911-0247,Mozilla/5.0 (Windows NT 5.1; rv:31.0) Gecko/20100101 Firefox/31.0,Semi U
CPL001959,F,Y,Deloria,Trimming,dtrimmingfe@parallels.com,3 American Center,1,Grad,N,4276.8,0,156,360,1,5479589202,75-415-0025,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/534.36 (KHTML, like Gecko) Chrome/13.0.766.0 Safari/534.36",Rural
CPL001961,F,N,Marcy,Fitzackerley,mfitzackerleyfg@booking.com,5698 Muir Way,0,Grad,N,4749.6,0,171.6,360,1,3801859010,84-748-5394,Mozilla/5.0 (Windows NT 6.2; rv:9.0.1) Gecko/20100101 Firefox/9.0.1,Rural
CPL001973,M,Y,Gwendolin,Kingaby,gkingabyfj@google.ca,82 Mockingbird Terrace,2,Non Grad,N,5379.6,0,190.8,360,1,4402116171,70-063-0361,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/535.11 (KHTML, like Gecko) Ubuntu/10.10 Chromium/17.0.963.65 Chrome/17.0.963.65 Safari/535.11",Rural
CPL001975,M,Y,Burlie,Mulvin,bmulvinfk@zimbio.com,34 Gina Point,0,Grad,N,6270,0,132,360,1,4013399512,18-545-6347,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:6.0a2) Gecko/20110613 Firefox/6.0a2,Rural
CPL001979,M,N,Gerda,Dupree,gdupreefm@mapy.cz,67515 Golf Course Pass,0,Grad,N,3620.4,3414,192,180,0,9140162931,82-897-1075,"Mozilla/5.0 (iPad; CPU OS 6_0 like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) Version/6.0 Mobile/10A5355d Safari/8536.25",Urban
CPL001995,M,Y,Gustaf,Baignard,gbaignardfn@unblog.fr,2657 Center Street,0,Non Grad,N,2917.2,2184,157.2,360,0,8496925099,13-364-8705,"Mozilla/5.0 (Windows NT 6.0) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.36 Safari/536.5",Rural
CPL001999,M,Y,Seymour,Blayd,sblaydfr@craigslist.org,10 Clyde Gallagher Road,2,Grad,,5894.4,5536.8,78,360,1,3309235823,01-052-1517,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/535.11 (KHTML, like Gecko) Ubuntu/11.10 Chromium/17.0.963.65 Chrome/17.0.963.65 Safari/535.11",Rural
CPL002007,M,Y,Quentin,Le Ball,qleballfs@networkadvertising.org,891 Fallview Place,2,Non Grad,N,3000,3999.6,171.6,360,1,5172217096,23-177-8510,Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:25.0) Gecko/20100101 Firefox/29.0,Urban
CPL002009,F,N,Marcelle,Jopp,mjoppg2@intel.com,48 Riverside Circle,0,Grad,N,3501.6,0,224.4,360,,7997920951,99-906-9952,Mozilla/5.0 (X11; OpenBSD amd64; rv:28.0) Gecko/20100101 Firefox/28.0,Rural
